epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time
1,1.8790202486515044,0.5931372549019608,,,5.434316873550415
2,1.606549870967865,0.8611764705882353,,,4.106892108917236
3,1.5696060371398926,0.8958235294117647,,,4.119363069534302
4,1.5564435243606567,0.9074313725490196,,,4.402455806732178
5,1.5455730891227721,0.9171176470588235,,,4.023577690124512
6,1.5389879512786866,0.9235882352941176,,,4.031018972396851
7,1.5330380761623383,0.929156862745098,,,4.193171977996826
8,1.5300493729114533,0.9324705882352942,,,4.264682054519653
9,1.5264130342006683,0.9357647058823529,,,4.234044075012207
10,1.523235924243927,0.9387254901960784,,,4.469783067703247
11,1.5231923079490661,0.9387254901960784,,,4.264269113540649
12,1.5202766788005828,0.9414705882352942,,,4.413241863250732
13,1.5176497435569762,0.944,,,3.946937084197998
14,1.5184791016578674,0.9430196078431372,,,4.19439697265625
15,1.5182867801189424,0.943156862745098,,,4.0964789390563965
16,1.5135487604141236,0.948078431372549,,,4.078356027603149
17,1.5139689779281615,0.9473921568627451,,,4.036752223968506
18,1.5129401636123658,0.9485490196078431,,,4.069731950759888
19,1.511514925956726,0.9501176470588235,,,4.092333793640137
20,1.511417487859726,0.9499019607843138,,,4.134847402572632
