epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time
1,2.1950933146476745,0.22023529411764706,,,4.956047058105469
2,1.979362200498581,0.47058823529411764,,,4.613759994506836
3,1.8499654352664947,0.6100196078431372,,,5.107689142227173
4,1.7724863278865814,0.6868627450980392,,,4.73900294303894
5,1.73450648188591,0.7206470588235294,,,4.964163064956665
6,1.7148636400699615,0.7474901960784314,,,4.8452208042144775
7,1.6964598083496094,0.7773725490196078,,,4.800743103027344
8,1.7077968144416809,0.7645098039215686,,,4.9911088943481445
9,1.6958890676498413,0.7718627450980392,,,4.65963888168335
10,1.6828165280818939,0.7816862745098039,,,4.683652877807617
11,1.6851755106449127,0.7778823529411765,,,4.952061891555786
12,1.7005423188209534,0.7615294117647059,,,5.124799013137817
13,1.6790663027763366,0.7822745098039215,,,4.780622959136963
14,1.6745227754116059,0.7865882352941177,,,4.8076817989349365
15,1.6705418086051942,0.7904705882352941,,,5.09695839881897
16,1.6626933753490447,0.798235294117647,,,4.69337010383606
17,1.6575986301898957,0.8030980392156862,,,4.732316017150879
18,1.6652899730205535,0.7953921568627451,,,5.006301164627075
19,1.659241429567337,0.8017254901960784,,,4.87355899810791
20,1.6535607635974885,0.807078431372549,,,4.545587062835693
