epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time
1,1.9469219243526459,0.5099607843137255,,,8.514316082000732
2,1.616826069355011,0.8487254901960785,,,4.768040895462036
3,1.5721269428730011,0.8915098039215686,,,4.201443910598755
4,1.555236222743988,0.9071372549019607,,,4.115218877792358
5,1.5470556616783142,0.9153921568627451,,,4.51706600189209
6,1.5409207653999328,0.921,,,4.480920791625977
7,1.5375554728507996,0.924156862745098,,,4.386916875839233
8,1.5348015201091767,0.9272745098039216,,,4.74944281578064
9,1.5327434432506561,0.9287254901960784,,,4.639711856842041
10,1.5313989591598511,0.9299803921568628,,,4.477122783660889
11,1.5284937584400178,0.9328627450980392,,,4.15869402885437
12,1.525915938615799,0.9353529411764706,,,4.5119452476501465
13,1.5251988554000855,0.9362549019607843,,,4.2564661502838135
14,1.5253764069080353,0.9359607843137255,,,4.209748983383179
15,1.5223537540435792,0.938921568627451,,,4.32300591468811
16,1.5235575759410858,0.9374509803921569,,,4.391265153884888
17,1.5245761501789092,0.9361764705882353,,,4.248953104019165
18,1.5225883996486664,0.9387843137254902,,,4.229017972946167
19,1.5216139543056488,0.9395294117647058,,,4.261209011077881
20,1.5204748737812042,0.9408039215686275,,,4.147320747375488
