epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time
1,1.870158040523529,0.6159803921568627,,,4.507385015487671
2,1.5983690583705903,0.872686274509804,,,3.9655511379241943
3,1.5667576599121094,0.9000196078431373,,,3.9007880687713623
4,1.5530391240119934,0.9116274509803921,,,3.9640421867370605
5,1.5434011161327361,0.9210392156862746,,,4.419247150421143
6,1.537162445783615,0.9270392156862746,,,3.8741660118103027
7,1.5303655576705932,0.9333529411764706,,,3.7909958362579346
8,1.5284004533290863,0.9344509803921569,,,4.125247001647949
9,1.5246081447601318,0.9379411764705883,,,4.03522801399231
10,1.5211246049404143,0.9417450980392157,,,4.1791300773620605
11,1.5188466644287109,0.944,,,4.3350958824157715
12,1.518154606819153,0.9443725490196079,,,4.210883855819702
13,1.5148420751094818,0.9482156862745098,,,4.075166940689087
14,1.512634700536728,0.9496862745098039,,,4.062503099441528
15,1.5121365773677826,0.9504117647058824,,,3.845430850982666
16,1.511943255662918,0.9501764705882353,,,4.211383104324341
17,1.5108517956733705,0.9514901960784313,,,3.9605979919433594
18,1.50925044298172,0.9530588235294117,,,3.847541093826294
19,1.507746729850769,0.9543333333333334,,,3.9594998359680176
20,1.5080530178546905,0.9534313725490197,,,3.973644971847534
