epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time
1,2.190086688995361,0.2108627450980392,,,4.668360948562622
2,1.941037930250168,0.5040588235294118,,,4.578859806060791
3,1.7918127655982972,0.6670588235294118,,,4.639668941497803
4,1.7488079738616944,0.7055098039215686,,,5.135752201080322
5,1.7336995136737823,0.7192745098039216,,,4.685374975204468
6,1.7237096047401428,0.7294901960784314,,,4.688295841217041
7,1.7126735603809358,0.7471176470588236,,,4.7349488735198975
8,1.6876387155056,0.7776274509803922,,,4.793408155441284
9,1.6771668219566345,0.780921568627451,,,4.742902994155884
10,1.668924595117569,0.7874901960784314,,,4.546160936355591
11,1.6767579185962678,0.7792745098039215,,,4.666380882263184
12,1.6836836433410645,0.7725686274509804,,,4.81760311126709
13,1.684001668691635,0.7751372549019608,,,4.862401723861694
14,1.6695768487453462,0.7892156862745098,,,4.758671045303345
15,1.6787933063507081,0.777235294117647,,,4.900923252105713
16,1.66613627076149,0.7919411764705883,,,4.85995888710022
17,1.6748807215690613,0.7827058823529411,,,4.637436151504517
18,1.671976877450943,0.7854509803921569,,,4.546996831893921
19,1.6690045821666717,0.7864705882352941,,,4.857132196426392
20,1.6828290820121765,0.7727058823529411,,,4.907510757446289
