epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time
1,2.2055476403236387,0.186078431372549,,,4.922351837158203
2,2.0506760132312776,0.3924313725490196,,,4.804159879684448
3,1.9567382872104644,0.5060588235294118,,,5.125950813293457
4,1.8751831865310669,0.5871176470588235,,,4.851474046707153
5,1.8526519954204559,0.6092941176470589,,,4.892265319824219
6,1.849224545955658,0.6119411764705882,,,4.831444978713989
7,1.8427807188034058,0.6179411764705882,,,4.915568113327026
8,1.8474396455287934,0.6139803921568627,,,4.830096960067749
9,1.9269922947883606,0.5339803921568628,,,4.955700874328613
10,1.9023890709877014,0.5583921568627451,,,4.899725914001465
11,1.8794344341754914,0.5821960784313726,,,5.052412033081055
12,1.8778590774536132,0.5839019607843138,,,4.925657033920288
13,1.8606919240951538,0.6008039215686275,,,5.166038990020752
14,1.8836097562313079,0.5781176470588235,,,5.048509120941162
15,1.8481309163570403,0.6129607843137255,,,4.81043004989624
16,1.8099173295497895,0.6515686274509804,,,4.878159046173096
17,1.8582808411121368,0.6028627450980392,,,5.034485101699829
18,1.795583803653717,0.6658627450980392,,,5.159599781036377
19,1.8110395359992981,0.6503333333333333,,,4.934229850769043
20,1.8156864261627197,0.6458823529411765,,,5.086555004119873
